Age,Gender,EmploymentStatus,AnnualIncomeUSD,Country,BankAccountsCount,CardsCount,MonthlyTransactionRange,VictimOfFraud,FraudConcernLevel,TechComfortLevel,SecurityMeasures,ValuedFeatures,MonthlyWillingnessToPayUSD,SubscribeLikelihood,Challenges,Motivations,SatisfactionLevel,ResearchFrequency,AlertPreference,RecommendationLikelihood,TryWillingness,AdoptionBarrier,ProactiveVsReactiveScale,IntegrateWithAccounts
43,Female,Self-employed,15978.69,India,3,3,11-20,No,3,6,"Transaction alerts, Credit monitoring","Insurance against fraud, Personalized recommendations",136.21,Neutral,Complexity of security,"Trust & reputation, Innovative features, Convenience",3,Quarterly,Phone Call,7,Eager to try,Lack of awareness,5,No
36,Female,Employed full-time,119654.73,UK,1,4,11-20,Not sure,6,5,"Credit monitoring, Transaction alerts","AI-based detection, Real-time alerts",1395.86,Very likely,Lack of transparency,"Trust & reputation, Cost savings",3,Rarely,Email,6,Eager to try,Complexity,6,Maybe
56,Female,Unemployed,62743.96,Australia,1,5,11-20,No,8,10,"None, Two-factor authentication, Transaction alerts","AI-based detection, Insurance against fraud",1130.02,Likely,Lack of transparency,Cost savings,6,Rarely,SMS,9,Wait for reviews,Complexity,5,Maybe
26,Male,Employed full-time,38694.48,India,4,6,21-50,No,7,8,"Credit monitoring, None","AI-based detection, Detailed reporting",411.84,Likely,"Lack of transparency, Complexity of security","Trust & reputation, Cost savings",6,Quarterly,Email,8,Skeptical but open,Complexity,7,Yes
26,Male,Employed full-time,77514.79,UAE,3,3,50+,Not sure,7,9,"Biometric login, None, Two-factor authentication","Insurance against fraud, Personalized recommendations, Real-time alerts",798.05,Neutral,Fear of hacking,"Peer recommendations, Innovative features",2,Monthly,SMS,9,Eager to try,Trust issues,4,Yes
29,Male,Employed full-time,21855.56,Germany,4,5,11-20,No,8,6,"Transaction alerts, Two-factor authentication, Biometric login","Detailed reporting, Insurance against fraud",255.53,Very unlikely,"Lack of transparency, Fear of hacking, Too many passwords","Convenience, Peer recommendations",5,Quarterly,Phone Call,8,Eager to try,Lack of awareness,3,Yes
18,Male,Employed full-time,50316.46,UK,2,5,6-10,No,7,8,Two-factor authentication,"Detailed reporting, AI-based detection",327.43,Neutral,Poor customer support,"Cost savings, Trust & reputation",3,Weekly,SMS,10,Skeptical but open,Complexity,5,Yes
29,Female,Employed part-time,40940.96,UK,2,3,6-10,No,4,7,"Biometric login, Transaction alerts","Insurance against fraud, Personalized recommendations, AI-based detection",442.58,Likely,Too many passwords,"Convenience, Cost savings, Peer recommendations",3,Monthly,Email,9,Wait for reviews,Complexity,6,Maybe
27,Male,Employed full-time,42549.02,Germany,3,4,21-50,Yes,9,7,"Transaction alerts, None","Detailed reporting, Insurance against fraud",217.15,Likely,"Fear of hacking, Lack of transparency, Poor customer support","Innovative features, Trust & reputation",4,Monthly,Mobile App Notification,9,Wait for reviews,Complexity,8,Maybe
36,Prefer not to say,Student,77917.99,UK,5,1,11-20,No,6,4,Transaction alerts,"Real-time alerts, Insurance against fraud",977.95,Unlikely,"Poor customer support, Complexity of security, Too many passwords","Convenience, Trust & reputation",3,Rarely,Mobile App Notification,10,Wait for reviews,Complexity,4,Maybe
38,Female,Employed full-time,56358.89,UAE,4,8,11-20,No,5,7,"Biometric login, Credit monitoring",Detailed reporting,998.63,Very likely,"Lack of transparency, Complexity of security","Cost savings, Peer recommendations, Trust & reputation",2,Monthly,Phone Call,9,Wait for reviews,Lack of awareness,7,Yes
53,Female,Employed full-time,43184.38,Australia,2,1,6-10,Yes,9,2,Two-factor authentication,Real-time alerts,573.54,Very unlikely,"Lack of transparency, Fear of hacking","Innovative features, Trust & reputation",4,Quarterly,Email,9,Skeptical but open,Cost,7,Maybe
44,Male,Employed full-time,13454.48,Singapore,5,1,11-20,No,8,9,"Two-factor authentication, Transaction alerts, None","AI-based detection, Real-time alerts, Personalized recommendations",189.92,Likely,Fear of hacking,Trust & reputation,3,Weekly,Phone Call,8,Eager to try,Complexity,7,Maybe
29,Female,Employed full-time,20413.92,UAE,2,2,6-10,Yes,9,2,"Credit monitoring, Transaction alerts, Biometric login","AI-based detection, Real-time alerts, Detailed reporting",111.43,Likely,Complexity of security,Cost savings,5,Quarterly,Email,8,Wait for reviews,Lack of awareness,5,No
26,Non-binary,Employed full-time,33737.82,Germany,4,2,50+,No,9,6,Transaction alerts,"Real-time alerts, AI-based detection, Personalized recommendations",603.66,Very unlikely,"Poor customer support, Complexity of security",Peer recommendations,5,Monthly,Mobile App Notification,6,Eager to try,Cost,8,No
39,Female,Employed full-time,38408.09,Germany,2,1,21-50,No,7,3,"Transaction alerts, Biometric login, None","Detailed reporting, Personalized recommendations",413.85,Very unlikely,Complexity of security,"Cost savings, Convenience, Peer recommendations",2,Rarely,Email,8,Wait for reviews,Cost,9,Maybe
21,Female,Employed full-time,18432.63,UK,2,2,0-5,No,9,9,"Biometric login, Credit monitoring, Two-factor authentication","Detailed reporting, AI-based detection",361.7,Neutral,"Lack of transparency, Fear of hacking","Innovative features, Convenience, Cost savings",3,Quarterly,Phone Call,10,Eager to try,Cost,4,Maybe
53,Female,Employed full-time,154354.32,USA,3,6,11-20,Yes,9,9,"Biometric login, Two-factor authentication, Credit monitoring",Real-time alerts,1050.69,Very likely,"Too many passwords, Lack of transparency",Innovative features,3,Monthly,Email,9,Wait for reviews,Lack of awareness,6,Yes
46,Male,Employed part-time,90204.67,UK,4,1,6-10,Yes,5,6,"Biometric login, Credit monitoring","Insurance against fraud, AI-based detection, Detailed reporting",1729.23,Unlikely,"Too many passwords, Complexity of security, Fear of hacking","Peer recommendations, Innovative features",1,Monthly,SMS,8,Skeptical but open,Cost,9,Yes
30,Female,Employed part-time,52118.28,Singapore,2,7,11-20,No,7,3,"Credit monitoring, Biometric login, None","Detailed reporting, Real-time alerts",756.46,Likely,"Too many passwords, Lack of transparency","Innovative features, Convenience",5,Quarterly,SMS,9,Skeptical but open,Cost,9,Maybe
18,Male,Employed full-time,37919.55,India,4,4,21-50,Not sure,9,5,Biometric login,Detailed reporting,219.37,Likely,Poor customer support,Peer recommendations,2,Monthly,Mobile App Notification,9,Skeptical but open,Complexity,4,Yes
48,Male,Employed full-time,31973.88,UAE,3,5,11-20,Yes,9,9,"None, Transaction alerts, Biometric login","Detailed reporting, Personalized recommendations, Real-time alerts",625.9,Very likely,"Fear of hacking, Too many passwords","Innovative features, Convenience",7,Monthly,Mobile App Notification,8,Skeptical but open,Trust issues,9,Yes
33,Male,Retired,20513.71,UK,3,1,11-20,No,9,8,Biometric login,"Detailed reporting, Real-time alerts",106.84,Neutral,Lack of transparency,"Convenience, Cost savings, Innovative features",4,Quarterly,Email,4,Wait for reviews,Trust issues,6,Yes
47,Male,Employed part-time,38043.61,Singapore,3,8,6-10,No,8,5,"Biometric login, None, Credit monitoring","Real-time alerts, AI-based detection",607.2,Unlikely,"Too many passwords, Fear of hacking, Complexity of security",Cost savings,4,Quarterly,Email,8,Wait for reviews,Cost,5,No
19,Male,Self-employed,42389.31,USA,1,5,21-50,Yes,9,8,"Credit monitoring, Two-factor authentication","AI-based detection, Insurance against fraud, Real-time alerts",777.54,Likely,"Lack of transparency, Complexity of security",Convenience,3,Monthly,Mobile App Notification,8,Eager to try,Lack of awareness,3,Yes
29,Male,Employed full-time,17239.24,UAE,6,1,21-50,No,9,3,"Biometric login, Transaction alerts, Credit monitoring",Personalized recommendations,131.66,Very unlikely,"Lack of transparency, Too many passwords, Complexity of security","Innovative features, Convenience",2,Quarterly,SMS,9,Eager to try,Cost,6,No
35,Prefer not to say,Student,44378.3,India,3,3,11-20,No,8,6,Credit monitoring,Personalized recommendations,450.46,Very likely,Fear of hacking,"Cost savings, Convenience, Innovative features",2,Quarterly,SMS,10,Eager to try,Cost,9,No
35,Female,Student,33085.31,USA,3,9,6-10,No,8,8,"Transaction alerts, Credit monitoring, Two-factor authentication","Real-time alerts, Insurance against fraud, Personalized recommendations",443.95,Very likely,Lack of transparency,Innovative features,4,Rarely,Mobile App Notification,7,Unlikely to try,Complexity,5,Yes
30,Prefer not to say,Employed part-time,11560.11,USA,1,4,11-20,No,8,4,"Credit monitoring, None, Two-factor authentication",Personalized recommendations,175.68,Neutral,"Poor customer support, Too many passwords, Fear of hacking","Trust & reputation, Convenience, Innovative features",2,Rarely,SMS,7,Skeptical but open,Trust issues,9,Maybe
41,Male,Retired,21671.84,UAE,5,3,50+,No,9,10,Two-factor authentication,Detailed reporting,391.79,Unlikely,"Too many passwords, Fear of hacking","Trust & reputation, Innovative features",3,Monthly,Email,5,Wait for reviews,Complexity,6,Maybe
24,Male,Employed full-time,28334.54,India,2,4,11-20,No,9,8,"Biometric login, None, Credit monitoring","Personalized recommendations, Detailed reporting",465.14,Very unlikely,Fear of hacking,"Peer recommendations, Cost savings, Convenience",5,Rarely,SMS,7,Wait for reviews,Lack of awareness,4,Maybe
33,Female,Employed full-time,112714.41,USA,2,5,11-20,No,7,8,Biometric login,"Detailed reporting, Personalized recommendations, AI-based detection",1177.86,Unlikely,Fear of hacking,"Innovative features, Convenience, Peer recommendations",6,Monthly,Mobile App Notification,10,Skeptical but open,Complexity,7,No
36,Male,Student,50712.71,Australia,6,2,11-20,No,8,5,Biometric login,"Personalized recommendations, Real-time alerts, Detailed reporting",878.64,Very likely,"Too many passwords, Fear of hacking, Poor customer support","Trust & reputation, Cost savings, Convenience",6,Monthly,SMS,8,Wait for reviews,Lack of awareness,9,No
40,Male,Student,16296.59,UAE,1,6,21-50,No,8,5,Transaction alerts,AI-based detection,317.64,Very unlikely,"Complexity of security, Poor customer support",Convenience,2,Monthly,SMS,8,Wait for reviews,Cost,8,Yes
42,Female,Employed full-time,48611.81,Australia,3,2,11-20,No,9,2,"Transaction alerts, Two-factor authentication, Biometric login",AI-based detection,408.57,Very unlikely,"Lack of transparency, Fear of hacking, Poor customer support","Trust & reputation, Cost savings, Peer recommendations",2,Rarely,SMS,8,Wait for reviews,Lack of awareness,8,Yes
23,Male,Employed full-time,14351.61,UK,2,6,6-10,No,7,10,"Biometric login, Credit monitoring","Personalized recommendations, Real-time alerts",87.71,Very likely,Too many passwords,Innovative features,1,Rarely,Email,8,Eager to try,Cost,7,Maybe
19,Female,Employed full-time,69537.03,India,4,3,11-20,No,6,8,"Credit monitoring, None","AI-based detection, Personalized recommendations, Real-time alerts",792.67,Neutral,"Too many passwords, Lack of transparency","Peer recommendations, Cost savings",2,Rarely,SMS,9,Skeptical but open,Complexity,7,No
47,Female,Employed full-time,27373.35,Germany,3,2,21-50,No,8,5,Transaction alerts,"AI-based detection, Personalized recommendations, Detailed reporting",498.77,Neutral,"Lack of transparency, Fear of hacking, Too many passwords",Peer recommendations,3,Quarterly,SMS,10,Wait for reviews,Complexity,6,Yes
38,Male,Student,34331.49,India,6,1,21-50,No,9,3,"Two-factor authentication, Biometric login","Detailed reporting, AI-based detection",249.05,Likely,"Poor customer support, Too many passwords, Complexity of security",Convenience,3,Monthly,Email,8,Skeptical but open,Complexity,8,Maybe
27,Male,Employed part-time,80456.99,UAE,4,3,21-50,No,6,9,"Transaction alerts, Biometric login",Insurance against fraud,1471.31,Very unlikely,"Lack of transparency, Complexity of security, Poor customer support","Trust & reputation, Cost savings",4,Monthly,SMS,10,Wait for reviews,Lack of awareness,8,Yes
50,Female,Employed full-time,16775.95,USA,3,2,11-20,No,5,9,"Biometric login, Credit monitoring","Personalized recommendations, Detailed reporting",333.56,Very likely,Lack of transparency,Trust & reputation,5,Monthly,SMS,8,Skeptical but open,Complexity,4,Yes
36,Female,Employed full-time,15704.92,UK,3,3,0-5,No,8,9,"Transaction alerts, Biometric login, Two-factor authentication","Insurance against fraud, Personalized recommendations",91.25,Neutral,"Complexity of security, Lack of transparency, Fear of hacking",Cost savings,5,Quarterly,Email,8,Wait for reviews,Cost,7,Yes
46,Male,Employed full-time,25587.02,USA,2,1,50+,No,9,8,"Credit monitoring, Biometric login",Personalized recommendations,318.02,Likely,"Too many passwords, Poor customer support","Cost savings, Innovative features, Convenience",3,Quarterly,Phone Call,8,Skeptical but open,Cost,4,No
35,Prefer not to say,Employed full-time,67712.58,USA,1,4,11-20,Yes,9,7,Credit monitoring,Real-time alerts,672.61,Neutral,"Fear of hacking, Complexity of security, Too many passwords","Trust & reputation, Innovative features, Convenience",4,Monthly,Email,9,Skeptical but open,Lack of awareness,3,No
55,Male,Self-employed,14594.39,USA,2,7,21-50,No,7,9,"Transaction alerts, Credit monitoring, Two-factor authentication",Insurance against fraud,159.15,Unlikely,Fear of hacking,"Peer recommendations, Cost savings, Trust & reputation",2,Quarterly,Mobile App Notification,8,Eager to try,Complexity,6,Yes
52,Female,Retired,6638.93,USA,4,3,21-50,No,8,2,Transaction alerts,"Insurance against fraud, AI-based detection",390.85,Likely,Poor customer support,Peer recommendations,4,Quarterly,Phone Call,9,Eager to try,Complexity,4,Yes
32,Prefer not to say,Student,27703.24,Australia,2,1,11-20,No,5,9,Credit monitoring,"Real-time alerts, Personalized recommendations",445.9,Likely,"Poor customer support, Fear of hacking","Peer recommendations, Convenience",3,Rarely,SMS,7,Unlikely to try,Lack of awareness,3,Yes
44,Male,Employed full-time,50566.49,USA,2,3,6-10,Not sure,9,7,Biometric login,Personalized recommendations,701.33,Very unlikely,Lack of transparency,"Cost savings, Peer recommendations",3,Monthly,Email,8,Eager to try,Lack of awareness,6,Yes
41,Male,Unemployed,74619.49,Singapore,1,2,21-50,No,5,7,Biometric login,"Real-time alerts, Detailed reporting",1448.96,Unlikely,"Fear of hacking, Poor customer support","Trust & reputation, Innovative features",6,Quarterly,Email,10,Skeptical but open,Trust issues,5,Maybe
48,Male,Student,27504.45,Germany,3,7,21-50,No,4,7,Transaction alerts,Personalized recommendations,274.81,Neutral,Complexity of security,"Cost savings, Convenience",4,Monthly,Email,9,Skeptical but open,Complexity,6,Yes
25,Male,Student,28371.6,India,4,5,11-20,No,5,6,"Credit monitoring, Two-factor authentication","Insurance against fraud, Real-time alerts, Personalized recommendations",372.31,Likely,"Poor customer support, Complexity of security, Lack of transparency","Convenience, Trust & reputation, Peer recommendations",4,Monthly,Email,7,Eager to try,Cost,7,No
41,Male,Employed full-time,72572.43,USA,5,2,11-20,Yes,9,3,"Transaction alerts, Two-factor authentication","AI-based detection, Personalized recommendations, Real-time alerts",1248.24,Likely,"Fear of hacking, Too many passwords, Poor customer support","Innovative features, Trust & reputation",2,Monthly,Email,10,Skeptical but open,Trust issues,5,Yes
45,Female,Employed full-time,11827.17,UAE,3,3,6-10,No,9,6,"Biometric login, Credit monitoring, None","Insurance against fraud, Personalized recommendations",125.31,Unlikely,Poor customer support,"Cost savings, Peer recommendations",3,Monthly,Mobile App Notification,9,Wait for reviews,Lack of awareness,5,Yes
18,Male,Employed full-time,28764.22,Singapore,4,6,0-5,No,9,9,Transaction alerts,Detailed reporting,344.58,Unlikely,"Fear of hacking, Poor customer support, Complexity of security","Cost savings, Convenience",2,Quarterly,Mobile App Notification,10,Eager to try,Lack of awareness,9,Maybe
